instance,n,u,procs,elapsed,passive
n_023_u_459_10,23,4.6,12,0.102,19
n_033_u_660_12,33,6.6,18,0.203,26
n_009_u_180_13,9,1.8,5,0.0209999999999999,8
n_017_u_340_13,17,3.4,10,0.0589999999999997,13
n_026_u_520_12,26,5.2,13,0.137,22
n_017_u_340_12,17,3.4,8,0.0649999999999999,15
n_034_u_680_10,34,6.8,17,0.184,29
n_030_u_600_9,30,6,14,0.203,24
n_041_u_819_13,41,8.2,22,0.242,35
n_028_u_560_10,28,5.6,16,0.18,20
n_049_u_980_9,49,9.8,24,0.474,39
n_022_u_440_12,22,4.4,12,0.112,19
n_008_u_160_15,8,1.6,5,0.0129999999999999,7
n_045_u_900_10,45,9,20,0.381,36
n_033_u_660_11,33,6.6,16,0.187,28
n_043_u_860_9,43,8.6,24,0.342,34
n_038_u_760_11,38,7.6,19,0.249,32
n_029_u_580_11,29,5.8,16,0.135,24
n_022_u_440_11,22,4.4,11,0.097,19
n_005_u_100_13,5,1,3,0.0109999999999997,3
n_018_u_360_13,18,3.6,9,0.0670000000000002,15
n_019_u_380_13,19,3.8,11,0.0780000000000003,16
n_020_u_400_13,20,4,13,0.0949999999999998,15
n_038_u_760_13,38,7.6,21,0.262,30
n_012_u_240_12,12,2.4,7,0.0329999999999999,10
n_017_u_340_10,17,3.4,9,0.0789999999999997,13
n_010_u_200_11,10,2,6,0.0269999999999997,9
n_044_u_880_12,44,8.8,25,0.381,33
n_016_u_320_11,16,3.2,9,0.0499999999999998,15
n_005_u_100_15,5,1,3,0.012,4
n_030_u_600_12,30,6,16,0.144,23
n_027_u_540_12,27,5.4,14,0.168,22
n_038_u_760_12,38,7.6,21,0.309,30
n_022_u_440_14,22,4.4,11,0.101,18
n_043_u_860_11,43,8.6,22,0.293,35
n_005_u_100_14,5,1,3,0.0089999999999999,3
n_045_u_900_11,45,9,23,0.359,37
n_021_u_420_16,21,4.2,12,0.0710000000000002,18
n_024_u_480_13,24,4.8,13,0.127,20
n_011_u_220_14,11,2.2,6,0.0309999999999997,8
n_010_u_200_13,10,2,6,0.0210000000000004,9
n_018_u_360_14,18,3.6,11,0.0680000000000001,15
n_034_u_680_12,34,6.8,17,0.189,28
n_012_u_240_13,12,2.4,6,0.0349999999999997,10
n_018_u_360_16,18,3.6,9,0.0619999999999998,16
n_041_u_819_10,41,8.2,21,0.294,35
n_046_u_920_10,46,9.2,22,0.357,41
n_030_u_600_14,30,6,17,0.164,24
n_008_u_160_12,8,1.6,5,0.02,7
n_018_u_360_15,18,3.6,9,0.0790000000000002,15
n_034_u_680_13,34,6.8,17,0.234,28
n_025_u_500_13,25,5,14,0.122,19
n_023_u_459_12,23,4.6,11,0.12,20
n_045_u_900_14,45,9,24,0.351,36
n_044_u_880_11,44,8.8,21,0.365,38
n_030_u_600_13,30,6,16,0.192,25
n_049_u_980_11,49,9.8,24,0.4,39
n_044_u_880_13,44,8.8,23,0.387,37
n_036_u_720_12,36,7.2,17,0.241,28
n_013_u_260_12,13,2.6,9,0.044,11
n_035_u_700_11,35,7,18,0.254,29
n_036_u_720_11,36,7.2,19,0.223,31
n_024_u_480_15,24,4.8,12,0.114,18
n_011_u_220_13,11,2.2,8,0.0290000000000004,8
n_023_u_459_14,23,4.6,13,0.105,15
n_012_u_240_16,12,2.4,6,0.036,9
n_029_u_580_12,29,5.8,18,0.162,22
n_040_u_800_12,40,8,21,0.338,30
n_016_u_320_13,16,3.2,11,0.0369999999999999,14
n_039_u_780_11,39,7.8,18,0.329,31
n_011_u_220_15,11,2.2,7,0.0350000000000001,8
n_041_u_819_12,41,8.2,23,0.31,33
n_040_u_800_11,40,8,20,0.312,33
n_046_u_920_11,46,9.2,23,0.367,36
n_035_u_700_13,35,7,20,0.222,30
n_006_u_120_13,6,1.2,3,0.0109999999999997,4
n_008_u_160_14,8,1.6,5,0.016,6
n_007_u_140_14,7,1.4,4,0.02,4
n_007_u_140_13,7,1.4,6,0.0169999999999999,7
n_025_u_500_14,25,5,13,0.128,21
n_035_u_700_12,35,7,20,0.217,28
n_030_u_600_11,30,6,17,0.202,22
n_031_u_620_14,31,6.2,14,0.213,26
n_021_u_420_13,21,4.2,12,0.1,16
n_039_u_780_12,39,7.8,20,0.324,30
n_013_u_260_13,13,2.6,7,0.0369999999999999,11
n_042_u_840_10,42,8.4,21,0.342,35
n_033_u_660_14,33,6.6,17,0.227,26
n_039_u_780_13,39,7.8,19,0.287,32
n_006_u_120_14,6,1.2,4,0.0100000000000002,5
n_032_u_640_14,32,6.4,16,0.232,26
n_045_u_900_12,45,9,24,0.359,37
n_044_u_880_14,44,8.8,22,0.338,37
n_034_u_680_17,34,6.8,18,0.195,29
n_035_u_700_15,35,7,18,0.199,25
n_006_u_120_15,6,1.2,4,0.0109999999999997,5
n_009_u_180_12,9,1.8,6,0.02,7
n_047_u_940_12,47,9.4,23,0.406,38
n_046_u_920_14,46,9.2,22,0.334,37
n_011_u_220_16,11,2.2,6,0.0289999999999999,8
n_012_u_240_14,12,2.4,7,0.0369999999999999,9
n_045_u_900_13,45,9,21,0.377,37
n_031_u_620_17,31,6.2,17,0.195,24
n_020_u_400_15,20,4,10,0.0789999999999997,16
n_020_u_400_14,20,4,11,0.0790000000000002,15
n_026_u_520_13,26,5.2,14,0.132,21
n_031_u_620_15,31,6.2,15,0.214,23
n_021_u_420_15,21,4.2,11,0.0880000000000001,17
n_019_u_380_14,19,3.8,11,0.0979999999999999,15
n_048_u_960_11,48,9.6,24,0.361,40
n_048_u_960_10,48,9.6,25,0.433,38
n_024_u_480_16,24,4.8,13,0.113,19
n_024_u_480_14,24,4.8,13,0.124,18
n_043_u_860_10,43,8.6,22,0.346,32
n_029_u_580_14,29,5.8,16,0.117,25
n_025_u_500_17,25,5,14,0.122,21
n_037_u_740_14,37,7.4,20,0.252,31
n_040_u_800_13,40,8,18,0.271,32
n_050_u_1000_12,50,10,27,0.438,43
n_019_u_380_15,19,3.8,11,0.0750000000000002,16
n_047_u_940_10,47,9.4,25,0.421,36
n_049_u_980_10,49,9.8,26,0.454,40
n_014_u_280_14,14,2.8,8,0.048,12
n_013_u_260_16,13,2.6,7,0.0450000000000004,10
n_041_u_819_11,41,8.2,21,0.354,32
n_007_u_140_15,7,1.4,4,0.0169999999999999,6
n_012_u_240_15,12,2.4,7,0.0430000000000001,11
n_046_u_920_13,46,9.2,25,0.39,35
n_010_u_200_12,10,2,5,0.0309999999999997,9
n_019_u_380_16,19,3.8,11,0.0880000000000001,14
n_050_u_1000_14,50,10,25,0.412,40
n_022_u_440_13,22,4.4,11,0.085,18
n_008_u_160_13,8,1.6,4,0.0209999999999999,7
n_031_u_620_16,31,6.2,16,0.218,23
n_015_u_300_13,15,3,10,0.0469999999999997,13
n_043_u_860_13,43,8.6,23,0.322,34
n_015_u_300_12,15,3,9,0.052,11
n_046_u_920_12,46,9.2,23,0.364,38
n_014_u_280_12,14,2.8,7,0.04,13
n_050_u_1000_13,50,10,26,0.485,40
n_047_u_940_11,47,9.4,23,0.408,39
n_013_u_260_15,13,2.6,8,0.0350000000000001,11
n_016_u_320_12,16,3.2,10,0.0529999999999999,13
n_036_u_720_15,36,7.2,18,0.196,30
n_017_u_340_14,17,3.4,10,0.0619999999999998,14
n_010_u_200_15,10,2,6,0.0249999999999999,7
n_026_u_520_14,26,5.2,13,0.151,20
n_042_u_840_12,42,8.4,20,0.385,34
n_024_u_480_17,24,4.8,12,0.112,18
n_025_u_500_15,25,5,13,0.12,22
n_020_u_400_16,20,4,12,0.0760000000000001,15
n_013_u_260_14,13,2.6,8,0.0449999999999999,10
n_009_u_180_14,9,1.8,6,0.0230000000000001,7
n_014_u_280_13,14,2.8,8,0.044,9
n_017_u_340_16,17,3.4,9,0.0740000000000003,13
n_017_u_340_15,17,3.4,10,0.0620000000000003,13
n_037_u_740_16,37,7.4,18,0.254,28
n_036_u_720_13,36,7.2,17,0.284,27
n_043_u_860_15,43,8.6,21,0.315,35
n_034_u_680_14,34,6.8,15,0.208,29
n_038_u_760_14,38,7.6,19,0.302,32
n_021_u_420_14,21,4.2,12,0.0970000000000004,15
n_023_u_459_13,23,4.6,14,0.114,16
n_005_u_100_16,5,1,3,0.012,4
n_010_u_200_17,10,2,6,0.0250000000000004,8
n_025_u_500_16,25,5,15,0.137,19
n_027_u_540_15,27,5.4,14,0.146,21
n_026_u_520_17,26,5.2,14,0.151,18
n_023_u_459_16,23,4.6,15,0.0950000000000002,18
n_047_u_940_13,47,9.4,24,0.399,36
n_033_u_660_15,33,6.6,17,0.193,28
n_038_u_760_15,38,7.6,18,0.267,31
n_043_u_860_14,43,8.6,23,0.345,33
n_005_u_100_17,5,1,3,0.0140000000000002,4
n_026_u_520_16,26,5.2,14,0.13,23
n_028_u_560_14,28,5.6,15,0.152,22
n_034_u_680_16,34,6.8,19,0.21,27
n_022_u_440_15,22,4.4,12,0.1,18
n_028_u_560_13,28,5.6,17,0.162,24
n_029_u_580_13,29,5.8,17,0.146,22
n_047_u_940_14,47,9.4,25,0.382,39
n_018_u_360_17,18,3.6,10,0.0619999999999998,13
n_033_u_660_16,33,6.6,16,0.231,28
n_010_u_200_16,10,2,4,0.0270000000000001,8
n_038_u_760_18,38,7.6,19,0.218,33
n_027_u_540_13,27,5.4,13,0.166,21
n_014_u_280_15,14,2.8,9,0.048,10
n_005_u_100_20,5,1,4,0.00900000000000034,4
n_032_u_640_15,32,6.4,18,0.237,27
n_032_u_640_16,32,6.4,15,0.221,25
n_026_u_520_15,26,5.2,13,0.135,21
n_049_u_980_13,49,9.8,25,0.392,40
n_023_u_459_18,23,4.6,13,0.0880000000000001,20
n_030_u_600_15,30,6,17,0.171,26
n_042_u_840_15,42,8.4,22,0.253,32
n_027_u_540_14,27,5.4,14,0.148,21
n_032_u_640_17,32,6.4,18,0.22,29
n_014_u_280_16,14,2.8,8,0.044,12
n_042_u_840_13,42,8.4,21,0.384,30
n_009_u_180_17,9,1.8,5,0.016,6
n_037_u_740_17,37,7.4,17,0.276,29
n_043_u_860_12,43,8.6,22,0.357,33
n_035_u_700_14,35,7,18,0.238,26
n_018_u_360_18,18,3.6,10,0.0820000000000003,14
n_030_u_600_16,30,6,14,0.158,25
n_033_u_660_17,33,6.6,15,0.182,29
n_039_u_780_14,39,7.8,19,0.3,32
n_047_u_940_18,47,9.4,24,0.348,35
n_009_u_180_15,9,1.8,5,0.0249999999999999,8
n_006_u_120_16,6,1.2,4,0.0110000000000001,5
n_010_u_200_14,10,2,6,0.024,9
n_016_u_320_15,16,3.2,9,0.056,14
n_044_u_880_18,44,8.8,23,0.322,37
n_037_u_740_15,37,7.4,18,0.303,31
n_046_u_920_15,46,9.2,22,0.368,37
n_018_u_360_21,18,3.6,12,0.0710000000000002,15
n_048_u_960_16,48,9.6,27,0.361,38
n_044_u_880_15,44,8.8,23,0.389,36
n_049_u_980_12,49,9.8,25,0.455,37
n_023_u_459_17,23,4.6,12,0.104,18
n_030_u_600_17,30,6,15,0.208,23
n_048_u_960_12,48,9.6,25,0.461,37
n_048_u_960_13,48,9.6,27,0.408,41
n_048_u_960_14,48,9.6,25,0.431,39
n_014_u_280_20,14,2.8,8,0.0340000000000003,11
n_011_u_220_20,11,2.2,7,0.0249999999999999,9
n_011_u_220_17,11,2.2,6,0.032,8
n_039_u_780_15,39,7.8,20,0.262,32
n_013_u_260_17,13,2.6,9,0.0419999999999998,10
n_015_u_300_18,15,3,9,0.0459999999999998,11
n_006_u_120_17,6,1.2,5,0.0100000000000002,4
n_034_u_680_15,34,6.8,17,0.214,29
n_044_u_880_16,44,8.8,23,0.372,37
n_016_u_320_14,16,3.2,10,0.0429999999999997,12
n_037_u_740_18,37,7.4,21,0.278,29
n_015_u_300_15,15,3,9,0.0450000000000004,14
n_027_u_540_16,27,5.4,14,0.153,22
n_019_u_380_17,19,3.8,10,0.0800000000000001,16
n_015_u_300_14,15,3,9,0.0579999999999998,12
n_015_u_300_16,15,3,8,0.0550000000000002,13
n_038_u_760_16,38,7.6,21,0.285,30
n_011_u_220_18,11,2.2,6,0.028,9
n_036_u_720_17,36,7.2,17,0.221,30
n_031_u_620_18,31,6.2,16,0.179,25
n_005_u_100_18,5,1,3,0.012,4
n_022_u_440_16,22,4.4,11,0.111,18
n_023_u_459_15,23,4.6,11,0.102,20
n_022_u_440_18,22,4.4,12,0.141,17
n_027_u_540_17,27,5.4,13,0.151,21
n_044_u_880_17,44,8.8,22,0.368,36
n_045_u_900_15,45,9,25,0.488,34
n_035_u_700_16,35,7,18,0.221,27
n_019_u_380_18,19,3.8,11,0.0779999999999998,15
n_038_u_760_17,38,7.6,21,0.279,28
n_039_u_780_17,39,7.8,21,0.248,30
n_024_u_480_21,24,4.8,13,0.119,19
n_024_u_480_18,24,4.8,13,0.106,22
n_005_u_100_19,5,1,4,0.0110000000000001,4
n_011_u_220_19,11,2.2,7,0.0409999999999999,8
n_006_u_120_19,6,1.2,4,0.00999999999999979,5
n_012_u_240_17,12,2.4,6,0.0339999999999998,8
n_031_u_620_19,31,6.2,16,0.183,26
n_026_u_520_18,26,5.2,12,0.117,22
n_036_u_720_14,36,7.2,17,0.317,29
n_029_u_580_16,29,5.8,13,0.165,23
n_041_u_819_15,41,8.2,22,0.276,32
n_018_u_360_19,18,3.6,11,0.0760000000000001,14
n_040_u_800_16,40,8,23,0.313,32
n_050_u_1000_15,50,10,26,0.472,37
n_007_u_140_18,7,1.4,5,0.0129999999999999,6
n_039_u_780_18,39,7.8,19,0.321,32
n_008_u_160_17,8,1.6,4,0.0169999999999999,7
n_027_u_540_21,27,5.4,15,0.172,21
n_006_u_120_20,6,1.2,4,0.00999999999999979,5
n_049_u_980_16,49,9.8,26,0.434,41
n_041_u_819_14,41,8.2,21,0.291,34
n_050_u_1000_17,50,10,25,0.385,43
n_036_u_720_19,36,7.2,18,0.264,29
n_040_u_800_14,40,8,19,0.285,33
n_024_u_480_19,24,4.8,14,0.121,20
n_031_u_620_22,31,6.2,15,0.207,23
n_028_u_560_19,28,5.6,16,0.16,20
n_007_u_140_16,7,1.4,6,0.016,7
n_028_u_560_16,28,5.6,17,0.155,20
n_008_u_160_16,8,1.6,4,0.0219999999999998,7
n_018_u_360_20,18,3.6,11,0.0780000000000003,14
n_047_u_940_15,47,9.4,26,0.405,37
n_019_u_380_20,19,3.8,11,0.0810000000000004,16
n_017_u_340_17,17,3.4,8,0.0620000000000003,14
n_040_u_800_15,40,8,20,0.287,34
n_016_u_320_18,16,3.2,9,0.0390000000000001,13
n_039_u_780_16,39,7.8,20,0.307,33
n_029_u_580_15,29,5.8,14,0.188,21
n_036_u_720_18,36,7.2,18,0.231,30
n_006_u_120_18,6,1.2,5,0.0110000000000001,5
n_028_u_560_15,28,5.6,16,0.173,21
n_049_u_980_14,49,9.8,24,0.433,41
n_007_u_140_17,7,1.4,6,0.0169999999999999,5
n_032_u_640_18,32,6.4,18,0.181,28
n_028_u_560_17,28,5.6,15,0.182,22
n_046_u_920_16,46,9.2,22,0.386,40
n_017_u_340_19,17,3.4,8,0.0609999999999999,15
n_045_u_900_17,45,9,24,0.335,36
n_024_u_480_20,24,4.8,12,0.116,20
n_047_u_940_17,47,9.4,25,0.371,39
n_020_u_400_19,20,4,10,0.0880000000000001,17
n_019_u_380_21,19,3.8,11,0.0780000000000003,15
n_025_u_500_18,25,5,13,0.123,21
n_021_u_420_18,21,4.2,12,0.0899999999999999,16
n_014_u_280_17,14,2.8,8,0.056,11
n_013_u_260_18,13,2.6,7,0.0310000000000001,11
n_035_u_700_19,35,7,18,0.186,30
n_042_u_840_14,42,8.4,24,0.384,32
n_045_u_900_16,45,9,21,0.372,37
n_012_u_240_19,12,2.4,7,0.032,11
n_032_u_640_19,32,6.4,18,0.172,26
n_043_u_860_16,43,8.6,22,0.371,31
n_009_u_180_16,9,1.8,5,0.0180000000000002,7
n_016_u_320_16,16,3.2,10,0.0589999999999997,12
n_021_u_420_17,21,4.2,10,0.089,17
n_020_u_400_17,20,4,12,0.0980000000000003,16
n_014_u_280_19,14,2.8,8,0.0550000000000002,10
n_043_u_860_18,43,8.6,23,0.311,37
n_010_u_200_18,10,2,6,0.0209999999999999,7
n_019_u_380_19,19,3.8,12,0.081,18
n_043_u_860_17,43,8.6,23,0.358,35
n_012_u_240_18,12,2.4,7,0.0330000000000004,9
n_020_u_400_18,20,4,11,0.0880000000000001,16
n_035_u_700_17,35,7,17,0.248,29
n_036_u_720_16,36,7.2,20,0.255,31
n_010_u_200_20,10,2,6,0.0270000000000001,8
n_010_u_200_19,10,2,7,0.0230000000000001,9
n_040_u_800_17,40,8,20,0.286,33
n_029_u_580_19,29,5.8,14,0.128,22
n_046_u_920_18,46,9.2,23,0.391,38
n_031_u_620_20,31,6.2,17,0.203,25
n_007_u_140_19,7,1.4,5,0.0179999999999998,5
n_037_u_740_22,37,7.4,20,0.246,29
n_044_u_880_19,44,8.8,22,0.3,39
n_031_u_620_21,31,6.2,15,0.171,24
n_040_u_800_18,40,8,18,0.296,32
n_048_u_960_15,48,9.6,26,0.429,40
n_046_u_920_17,46,9.2,22,0.494,36
n_013_u_260_20,13,2.6,6,0.0369999999999999,12
n_050_u_1000_18,50,10,25,0.442,43
n_037_u_740_19,37,7.4,19,0.269,30
n_007_u_140_20,7,1.4,4,0.012,6
n_022_u_440_17,22,4.4,13,0.108,18
n_025_u_500_20,25,5,14,0.122,21
n_011_u_220_21,11,2.2,6,0.032,10
n_032_u_640_21,32,6.4,15,0.192,24
n_030_u_600_18,30,6,17,0.193,25
n_026_u_520_19,26,5.2,17,0.138,21
n_045_u_900_18,45,9,23,0.479,35
n_040_u_800_22,40,8,20,0.241,31
n_032_u_640_22,32,6.4,17,0.16,25
n_041_u_819_20,41,8.2,21,0.228,33
n_030_u_600_20,30,6,16,0.17,24
n_027_u_540_18,27,5.4,16,0.148,22
n_050_u_1000_19,50,10,25,0.383,42
n_007_u_140_24,7,1.4,5,0.00999999999999979,5
n_015_u_300_17,15,3,10,0.0419999999999998,12
n_037_u_740_20,37,7.4,17,0.242,29
n_023_u_459_19,23,4.6,10,0.116,19
n_013_u_260_19,13,2.6,6,0.0460000000000003,9
n_008_u_160_22,8,1.6,5,0.0140000000000002,7
n_025_u_500_19,25,5,12,0.128,22
n_023_u_459_20,23,4.6,12,0.105,19
n_039_u_780_19,39,7.8,19,0.305,31
n_050_u_1000_16,50,10,28,0.471,40
n_023_u_459_21,23,4.6,14,0.114,19
n_012_u_240_20,12,2.4,7,0.0369999999999999,10
n_042_u_840_17,42,8.4,21,0.312,33
n_033_u_660_20,33,6.6,19,0.205,26
n_027_u_540_20,27,5.4,16,0.155,20
n_020_u_400_20,20,4,11,0.1,17
n_006_u_120_21,6,1.2,4,0.0140000000000002,5
n_017_u_340_20,17,3.4,10,0.069,12
n_047_u_940_16,47,9.4,24,0.433,37
n_029_u_580_17,29,5.8,15,0.174,22
n_044_u_880_20,44,8.8,23,0.334,35
n_020_u_400_21,20,4,10,0.0780000000000003,17
n_049_u_980_18,49,9.8,23,0.408,40
n_009_u_180_19,9,1.8,5,0.024,7
n_020_u_400_25,20,4,11,0.0539999999999998,16
n_017_u_340_21,17,3.4,10,0.0630000000000002,14
n_044_u_880_23,44,8.8,24,0.313,35
n_034_u_680_19,34,6.8,18,0.239,27
n_048_u_960_17,48,9.6,24,0.398,39
n_011_u_220_22,11,2.2,6,0.0310000000000001,7
n_021_u_420_23,21,4.2,11,0.0779999999999998,17
n_014_u_280_18,14,2.8,8,0.0459999999999998,12
n_017_u_340_18,17,3.4,9,0.0620000000000003,14
n_037_u_740_21,37,7.4,21,0.265,27
n_026_u_520_21,26,5.2,14,0.133,21
n_033_u_660_18,33,6.6,17,0.236,27
n_041_u_819_17,41,8.2,20,0.334,34
n_024_u_480_22,24,4.8,13,0.133,19
n_019_u_380_22,19,3.8,11,0.0750000000000002,16
n_033_u_660_19,33,6.6,18,0.217,27
n_034_u_680_18,34,6.8,16,0.248,26
n_049_u_980_20,49,9.8,24,0.362,42
n_032_u_640_20,32,6.4,15,0.234,26
n_038_u_760_19,38,7.6,19,0.287,32
n_041_u_819_16,41,8.2,21,0.318,32
n_026_u_520_20,26,5.2,12,0.119,22
n_015_u_300_19,15,3,7,0.052,12
n_005_u_100_21,5,1,3,0.0089999999999999,4
n_008_u_160_19,8,1.6,6,0.0219999999999998,6
n_008_u_160_18,8,1.6,4,0.02,6
n_042_u_840_16,42,8.4,23,0.347,35
n_022_u_440_20,22,4.4,11,0.097,19
n_025_u_500_21,25,5,12,0.128,20
n_042_u_840_20,42,8.4,21,0.235,32
n_016_u_320_20,16,3.2,8,0.11,13
n_028_u_560_18,28,5.6,15,0.161,21
n_049_u_980_15,49,9.8,25,0.452,39
n_016_u_320_22,16,3.2,10,0.048,13
n_011_u_220_25,11,2.2,6,0.0960000000000001,9
n_041_u_819_18,41,8.2,21,0.357,32
n_009_u_180_22,9,1.8,5,0.016,7
n_030_u_600_21,30,6,16,0.147,24
n_035_u_700_18,35,7,17,0.214,29
n_008_u_160_20,8,1.6,6,0.0180000000000002,7
n_018_u_360_22,18,3.6,10,0.0640000000000001,14
n_033_u_660_26,33,6.6,17,0.147,27
n_049_u_980_19,49,9.8,26,0.407,36
n_024_u_480_23,24,4.8,13,0.143,20
n_009_u_180_18,9,1.8,6,0.0750000000000002,8
n_045_u_900_19,45,9,25,0.416,36
n_021_u_420_20,21,4.2,12,0.0949999999999998,17
n_048_u_960_20,48,9.6,24,0.383,38
n_033_u_660_21,33,6.6,16,0.205,28
n_027_u_540_19,27,5.4,14,0.159,23
n_034_u_680_24,34,6.8,17,0.162,27
n_016_u_320_17,16,3.2,10,0.0819999999999999,13
n_021_u_420_19,21,4.2,11,0.112,17
n_022_u_440_23,22,4.4,12,0.0899999999999999,16
n_015_u_300_22,15,3,9,0.0349999999999997,13
n_024_u_480_26,24,4.8,15,0.0960000000000001,18
n_016_u_320_21,16,3.2,10,0.0600000000000001,12
n_038_u_760_20,38,7.6,20,0.255,31
n_044_u_880_21,44,8.8,23,0.345,36
n_036_u_720_20,36,7.2,19,0.269,30
n_012_u_240_21,12,2.4,7,0.0470000000000002,9
n_030_u_600_22,30,6,18,0.216,24
n_033_u_660_22,33,6.6,18,0.237,27
n_005_u_100_22,5,1,3,0.0130000000000003,4
n_036_u_720_21,36,7.2,19,0.274,31
n_039_u_780_20,39,7.8,20,0.309,29
n_029_u_580_21,29,5.8,15,0.139,23
n_006_u_120_22,6,1.2,4,0.0110000000000001,5
n_029_u_580_23,29,5.8,16,0.138,22
n_022_u_440_19,22,4.4,11,0.0840000000000001,19
n_028_u_560_20,28,5.6,15,0.191,24
n_030_u_600_19,30,6,17,0.237,22
n_036_u_720_22,36,7.2,19,0.305,29
n_038_u_760_21,38,7.6,21,0.354,30
n_044_u_880_22,44,8.8,22,0.38,38
n_021_u_420_21,21,4.2,11,0.141,15
n_040_u_800_19,40,8,21,0.343,33
n_005_u_100_23,5,1,4,0.00800000000000001,4
n_043_u_860_21,43,8.6,23,0.355,34
n_040_u_800_21,40,8,20,0.33,32
n_007_u_140_21,7,1.4,5,0.024,5
n_011_u_220_23,11,2.2,6,0.0919999999999996,9
n_028_u_560_23,28,5.6,15,0.101,23
n_011_u_220_24,11,2.2,8,0.0330000000000004,9
n_010_u_200_23,10,2,6,0.0270000000000001,7
n_048_u_960_18,48,9.6,26,0.479,39
n_007_u_140_23,7,1.4,5,0.0169999999999999,5
n_045_u_900_20,45,9,25,0.526,35
n_032_u_640_23,32,6.4,17,0.279,26
n_045_u_900_22,45,9,24,0.429,34
